time,1 year yield,2 year yield,3 year yield,4 year yield,5 year yield,10 year yield,20 year yield
0.0,0.0791828214411803,0.0785167412449817,0.07775190103087565,0.07690071218628963,0.07597457868714994,0.07055271600277703,0.05831155329529454
0.019267822736030827,0.07883922784253206,0.07818178747098445,0.07742536732171275,0.07658235885175087,0.07566416268454117,0.0702784840264134,0.05809457272790752
0.038535645472061654,0.08066125126814404,0.07995948641768898,0.07916004547453719,0.0782752411264304,0.07731643085277384,0.07174441439716246,0.059261341770386645
0.057803468208092484,0.08212245229652955,0.0813872467231353,0.08055560593862214,0.0796395189479329,0.07865022258939923,0.07293659445146902,0.060219866796093605
0.07707129094412331,0.07884949380620239,0.07819465328387142,0.07744110468049338,0.07660088651573232,0.07568528274979029,0.07030914190994525,0.05813201828724753
0.09633911368015413,0.0790850034567333,0.07842304089480036,0.07766240955672167,0.07681531006737605,0.07589307771244938,0.07048767645947941,0.0582677426412308
0.11560693641618497,0.07582528148570289,0.07524260399470413,0.07455892401265814,0.07378658486817843,0.07293699962247957,0.06786491570148166,0.05618015874875369
0.13487475915221578,0.07770042178321683,0.07707211409153858,0.07634414434327937,0.07552877647684812,0.07463737970500975,0.06937347541566963,0.05738079550527253
0.15414258188824662,0.0746933964651886,0.07413965249273048,0.07348422584588515,0.07273933584449184,0.07191636523324377,0.06696523345717206,0.05547047995223673
0.17341040462427745,0.07617440272735485,0.07558460923379891,0.07489419080095723,0.07411530531839368,0.07325930131925028,0.06815662948792478,0.05641864447217321
0.19267822736030826,0.07479937727626029,0.07424553618284259,0.07359031841121348,0.07284563179039523,0.07202275519084715,0.06707000330029284,0.055565226114340824
0.2119460500963391,0.07632219730294415,0.07572862487833497,0.07503451623857156,0.07425204558555555,0.07339256545061865,0.06827409682758588,0.056511299446273325
0.23121387283236994,0.0783332654227754,0.07768978948866549,0.07694712536402652,0.07611748155036412,0.07521220300174496,0.06988442134723383,0.057788508632473715
0.2504816955684008,0.07875109674510863,0.07809906632422126,0.07734829604544566,0.07651077717499669,0.07559777899140624,0.07023324829603117,0.05807351880161974
0.26974951830443156,0.07930679339866877,0.07864176935378613,0.07787845174906147,0.07702874290394418,0.07610387749600746,0.0706844659361131,0.058435056224790796
0.2890173410404624,0.07939489513600258,0.07872597838163724,0.07795866881200424,0.07710508134464522,0.07617652004494993,0.07074159821474815,0.05847252091670172
0.30828516377649323,0.08200111588816349,0.08126704052114833,0.0804362741429573,0.07952103632965057,0.07853264121231587,0.07282465409542972,0.060122432495083346
0.32755298651252407,0.08401145842605869,0.08322807461971958,0.08234940087375582,0.0813876196686284,0.08035401398486125,0.07443893345440473,0.061405432611786506
0.3468208092485549,0.08251518906624118,0.08176831891405391,0.08092509877752944,0.07999776174461398,0.07899762157635994,0.07323598695338021,0.06044849971771181
0.3660886319845857,0.08526339828630097,0.08444911537800108,0.0835403972078838,0.08254942694196145,0.0814874760179736,0.07544271368697625,0.06220233706456415
0.3853564547206165,0.08248293076818007,0.08173563063058699,0.08089184473862164,0.07996395783723148,0.07896333407938529,0.07320048512768862,0.06041468242265765
0.40462427745664736,0.08106615569187386,0.08035429852548637,0.07954503251494079,0.07865068280090587,0.07768260716927364,0.0720682814309632,0.05951800668886294
0.4238921001926782,0.08350100132009147,0.08273033438326573,0.08186403999990616,0.0809142857387352,0.07989235445398034,0.07403058896623077,0.06108178992139662
0.44315992292870904,0.082849459843837,0.08209259189818943,0.08123944004160351,0.08030245373057113,0.07929301504507179,0.07349026160566288,0.06064234138717232
0.4624277456647399,0.0801909780606793,0.07949863944594238,0.0787081014038242,0.07783194610021284,0.0768816244376028,0.07135021913777162,0.058938372499666394
0.48169556840077066,0.08610839646569311,0.08526975558444704,0.08433693137824227,0.08332254074532788,0.08223799043114072,0.0760926852743423,0.06270226265686499
0.5009633911368016,0.08638851434271465,0.0855432403761888,0.0846040003376712,0.08358337658123421,0.08249276180987813,0.07631948292768977,0.06288360652275099
0.5202312138728323,0.08908232723459804,0.08817242850373566,0.08717057537851007,0.08608912146106877,0.08493935857921792,0.07849395716972503,0.06461847806580892
0.5394990366088631,0.08864360801424524,0.08774478171490335,0.08675372418873538,0.08568275856401446,0.08454317072805931,0.07814412202863374,0.06434186548209479
0.558766859344894,0.08837031873333485,0.0874799890692983,0.08649740410016242,0.08543467013353709,0.08430300401521704,0.0779387719659738,0.06418688323537261
0.5780346820809248,0.08948505490971162,0.0885655732798424,0.08755444529188881,0.08646398063066975,0.08530545283320058,0.0788196607550419,0.06487869423406387
0.5973025048169557,0.09180977879030022,0.09083291181315559,0.08976598470268987,0.08862130951578728,0.08741013871869228,0.08068350782907997,0.06635836778952775
0.6165703275529865,0.09476695031710677,0.09371680769973345,0.09257859687954613,0.09136466737481971,0.09008625622469042,0.08305223106873853,0.06823757406124949
0.6358381502890172,0.09651437243911994,0.0954221322577032,0.09424311240844863,0.0929895358907695,0.0916725815305393,0.08446137913861626,0.06936103505963134
0.6551059730250481,0.09218518790887946,0.09120054007059887,0.09012622610829411,0.08897437463933162,0.08775617401515431,0.08099617256686012,0.06661341282667635
0.6743737957610789,0.09460481822883482,0.09356222876455712,0.09243178988570672,0.09122541169293134,0.08995418762045117,0.08295015282047044,0.06817284781286628
0.6936416184971098,0.0927178120608303,0.09171999470058854,0.09063287261842747,0.08946857767190738,0.0882382942755493,0.08142303255636185,0.06695218889612212
0.7129094412331406,0.09377132335298578,0.09274496377367222,0.09162978300631243,0.09043822774809243,0.08918157649367323,0.08224774774473013,0.06759526320337297
0.7321772639691714,0.09768174801098048,0.09656000156381978,0.09535220798773435,0.09407067680528017,0.0927266044446102,0.08539190015550847,0.0700965895707712
0.7514450867052023,0.09950023625634496,0.09833463329581049,0.09708431979609362,0.09576147941431967,0.09437724991311466,0.08685798856781189,0.07126523287629512
0.770712909441233,0.10101103075945543,0.09980808162100838,0.09852144792935753,0.0971633213793635,0.09574482818568311,0.08806885508509733,0.0722262760647617
0.789980732177264,0.09892168471632574,0.0977716307758713,0.09653658912619432,0.09522858603349879,0.09385871271680436,0.08640409842819427,0.0709107207711459
0.8092485549132947,0.0966715137113915,0.09557869114306569,0.09439950194967273,0.09314576150063048,0.09182851251417017,0.08461327910488445,0.06949676904950645
0.8285163776493255,0.09429966916541767,0.09326591962551932,0.09214423374249751,0.09094635958301933,0.08968333993401248,0.08271577583900803,0.06799278590587018
0.8477842003853564,0.08918467491864594,0.0882758022591475,0.08727537459923602,0.08619530620169684,0.08504674282895405,0.07860393771987914,0.06472210847188323
0.8670520231213872,0.08686379766317774,0.08601260162230148,0.08506830281024957,0.08404276534579137,0.08294714024803344,0.07674621047019527,0.06324906750423395
0.8863198458574181,0.08703975403432306,0.08618506181535165,0.08523746548488585,0.08420872453415369,0.08310995377217258,0.07689394316034937,0.06337024178730491
0.9055876685934489,0.09232052861753028,0.09133626394936152,0.09026277097525125,0.0891117177892687,0.08789413937077012,0.08113395348720606,0.06673990135263044
0.9248554913294798,0.09520721796238116,0.09414927226249069,0.09300384308612147,0.09178290128124088,0.09049755468242442,0.08342930575756163,0.06855100537933065
0.9441233140655105,0.09217130716462713,0.09118696799725444,0.09011295008306659,0.08896138622765722,0.08774346629622967,0.08098477665200834,0.06660420976448496
0.9633911368015413,0.08545507431509275,0.08463632919125555,0.08372330457117476,0.08272815050791497,0.08166212570090159,0.07559850642187058,0.06232725494484702
0.9826589595375722,0.08519821349765024,0.08438682125637834,0.08348106816693829,0.08249297879604427,0.08143377281268614,0.07540052534261808,0.06217473168959422
1.001926782273603,0.08322422984438196,0.08245910127134067,0.08159803638997803,0.08065336251512965,0.07963641786319212,0.0737985188767937,0.06089161107781923
1.0211946050096339,0.08314091679589114,0.08237848160542642,0.08152011233609317,0.0805780574436755,0.07956362988252753,0.07373672814145288,0.060845481861496055
1.0404624277456647,0.08378221423123565,0.08300555315664516,0.08213354441723612,0.08117823865733573,0.0801508774702341,0.07426349926975498,0.061271045764907786
1.0597302504816954,0.08126935997365967,0.08055461390026693,0.07974279496656568,0.07884596539261178,0.0778753942176588,0.07224792021621672,0.05967038992610787
1.0789980732177262,0.0798853049866681,0.07920391351676077,0.07842442961637906,0.07755901435433034,0.07661898242842556,0.0711318834846377,0.058780665879468466
1.0982658959537572,0.07492049228160629,0.07436054073198038,0.07369900563749761,0.07294818098752939,0.0721194720534444,0.06714257754272168,0.05560850585325805
1.117533718689788,0.07619512998188754,0.0756034953552178,0.07491112659817677,0.07413034607842815,0.07327255645742589,0.06816279757442886,0.05641743403799313
1.1368015414258188,0.07734381730701631,0.07672325899630096,0.07600269759223659,0.0751945269659826,0.07431016259632774,0.06907928846443931,0.057142407343580316
1.1560693641618496,0.07737813390723661,0.07675601817576196,0.07603385687082913,0.07522413176530067,0.07433828704718293,0.06910121853521947,0.05715655426063208
1.1753371868978804,0.07482571914054471,0.07426641718545722,0.07360531025376317,0.0728549012735843,0.07202666541467888,0.06705331057735256,0.055529875867407055
1.1946050096339114,0.07584693460405709,0.0752605923705014,0.07457297203385223,0.0737968041546637,0.07294362948399943,0.06785767184851108,0.056160028822358175
1.2138728323699421,0.07391275985410863,0.07337362718330018,0.0727318470218236,0.07200021415543097,0.07119030872996794,0.0663027410627636,0.054923139854503075
